ServiceDescriptor;ServiceDescriptor._implementationType;ServiceDescriptor._implementationInstance;ServiceDescriptor._implementationFactory;ServiceDescriptor.Lifetime;ServiceDescriptor.ServiceKey;ServiceDescriptor.ServiceType;ServiceDescriptor.ImplementationType;ServiceDescriptor.KeyedImplementationType;ServiceDescriptor.ImplementationInstance;ServiceDescriptor.KeyedImplementationInstance;ServiceDescriptor.ImplementationFactory;ServiceDescriptor.KeyedImplementationFactory;ServiceDescriptor.IsKeyedService
"ServiceType: Microsoft.AspNetCore.Server.Kestrel.Core.HttpsConfigurationService+IInitializer Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Server.Kestrel.Core.HttpsConfigurationService+Initializer";Microsoft.AspNetCore.Server.Kestrel.Core.HttpsConfigurationService+Initializer;"";"";Singleton;"";Microsoft.AspNetCore.Server.Kestrel.Core.HttpsConfigurationService+IInitializer;Microsoft.AspNetCore.Server.Kestrel.Core.HttpsConfigurationService+Initializer;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Server.Kestrel.Core.IHttpsConfigurationService Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Server.Kestrel.Core.HttpsConfigurationService";Microsoft.AspNetCore.Server.Kestrel.Core.HttpsConfigurationService;"";"";Singleton;"";Microsoft.AspNetCore.Server.Kestrel.Core.IHttpsConfigurationService;Microsoft.AspNetCore.Server.Kestrel.Core.HttpsConfigurationService;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.AspNetCore.Server.Kestrel.Core.Internal.Infrastructure.KestrelMetrics Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Server.Kestrel.Core.Internal.Infrastructure.KestrelMetrics";Microsoft.AspNetCore.Server.Kestrel.Core.Internal.Infrastructure.KestrelMetrics;"";"";Singleton;"";Microsoft.AspNetCore.Server.Kestrel.Core.Internal.Infrastructure.KestrelMetrics;Microsoft.AspNetCore.Server.Kestrel.Core.Internal.Infrastructure.KestrelMetrics;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Caching.Distributed.IDistributedCache Lifetime: Singleton ImplementationType: Microsoft.Extensions.Caching.Distributed.MemoryDistributedCache";Microsoft.Extensions.Caching.Distributed.MemoryDistributedCache;"";"";Singleton;"";Microsoft.Extensions.Caching.Distributed.IDistributedCache;Microsoft.Extensions.Caching.Distributed.MemoryDistributedCache;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Caching.Memory.IMemoryCache Lifetime: Singleton ImplementationType: Microsoft.Extensions.Caching.Memory.MemoryCache";Microsoft.Extensions.Caching.Memory.MemoryCache;"";"";Singleton;"";Microsoft.Extensions.Caching.Memory.IMemoryCache;Microsoft.Extensions.Caching.Memory.MemoryCache;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Configuration.IConfiguration Lifetime: Singleton ImplementationFactory: Microsoft.Extensions.Configuration.IConfiguration <PopulateServiceCollection>b__0(System.IServiceProvider)";"";"";System.Func`2[System.IServiceProvider,Microsoft.Extensions.Configuration.IConfiguration];Singleton;"";Microsoft.Extensions.Configuration.IConfiguration;"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";System.Func`2[System.IServiceProvider,Microsoft.Extensions.Configuration.IConfiguration];"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.DependencyInjection.MvcMarkerService Lifetime: Singleton ImplementationType: Microsoft.Extensions.DependencyInjection.MvcMarkerService";Microsoft.Extensions.DependencyInjection.MvcMarkerService;"";"";Singleton;"";Microsoft.Extensions.DependencyInjection.MvcMarkerService;Microsoft.Extensions.DependencyInjection.MvcMarkerService;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Diagnostics.Metrics.Configuration.IMetricListenerConfigurationFactory Lifetime: Singleton ImplementationType: Microsoft.Extensions.Diagnostics.Metrics.Configuration.MetricListenerConfigurationFactory";Microsoft.Extensions.Diagnostics.Metrics.Configuration.MetricListenerConfigurationFactory;"";"";Singleton;"";Microsoft.Extensions.Diagnostics.Metrics.Configuration.IMetricListenerConfigurationFactory;Microsoft.Extensions.Diagnostics.Metrics.Configuration.MetricListenerConfigurationFactory;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Diagnostics.Metrics.Configuration.MetricsConfiguration Lifetime: Singleton ImplementationInstance: Microsoft.Extensions.Diagnostics.Metrics.Configuration.MetricsConfiguration";"";Microsoft.Extensions.Diagnostics.Metrics.Configuration.MetricsConfiguration;"";Singleton;"";Microsoft.Extensions.Diagnostics.Metrics.Configuration.MetricsConfiguration;"";"Exception has been thrown by the target of an invocation.";Microsoft.Extensions.Diagnostics.Metrics.Configuration.MetricsConfiguration;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Diagnostics.Metrics.MetricsSubscriptionManager Lifetime: Singleton ImplementationType: Microsoft.Extensions.Diagnostics.Metrics.MetricsSubscriptionManager";Microsoft.Extensions.Diagnostics.Metrics.MetricsSubscriptionManager;"";"";Singleton;"";Microsoft.Extensions.Diagnostics.Metrics.MetricsSubscriptionManager;Microsoft.Extensions.Diagnostics.Metrics.MetricsSubscriptionManager;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Hosting.HostBuilderContext Lifetime: Singleton ImplementationInstance: Microsoft.Extensions.Hosting.HostBuilderContext";"";Microsoft.Extensions.Hosting.HostBuilderContext;"";Singleton;"";Microsoft.Extensions.Hosting.HostBuilderContext;"";"Exception has been thrown by the target of an invocation.";Microsoft.Extensions.Hosting.HostBuilderContext;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Hosting.IApplicationLifetime Lifetime: Singleton ImplementationFactory: Microsoft.Extensions.Hosting.IApplicationLifetime <PopulateServiceCollection>b__36_1(System.IServiceProvider)";"";"";System.Func`2[System.IServiceProvider,Microsoft.Extensions.Hosting.IApplicationLifetime];Singleton;"";Microsoft.Extensions.Hosting.IApplicationLifetime;"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";System.Func`2[System.IServiceProvider,Microsoft.Extensions.Hosting.IApplicationLifetime];"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Hosting.IHost Lifetime: Singleton ImplementationFactory: Microsoft.Extensions.Hosting.IHost <PopulateServiceCollection>b__2(System.IServiceProvider)";"";"";System.Func`2[System.IServiceProvider,Microsoft.Extensions.Hosting.IHost];Singleton;"";Microsoft.Extensions.Hosting.IHost;"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";System.Func`2[System.IServiceProvider,Microsoft.Extensions.Hosting.IHost];"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Hosting.IHostApplicationLifetime Lifetime: Singleton ImplementationType: Microsoft.Extensions.Hosting.Internal.ApplicationLifetime";Microsoft.Extensions.Hosting.Internal.ApplicationLifetime;"";"";Singleton;"";Microsoft.Extensions.Hosting.IHostApplicationLifetime;Microsoft.Extensions.Hosting.Internal.ApplicationLifetime;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Hosting.IHostedService Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.DataProtection.Internal.DataProtectionHostedService";Microsoft.AspNetCore.DataProtection.Internal.DataProtectionHostedService;"";"";Singleton;"";Microsoft.Extensions.Hosting.IHostedService;Microsoft.AspNetCore.DataProtection.Internal.DataProtectionHostedService;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Hosting.IHostedService Lifetime: Singleton ImplementationType: Microsoft.AspNetCore.Hosting.GenericWebHostService";Microsoft.AspNetCore.Hosting.GenericWebHostService;"";"";Singleton;"";Microsoft.Extensions.Hosting.IHostedService;Microsoft.AspNetCore.Hosting.GenericWebHostService;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Hosting.IHostEnvironment Lifetime: Singleton ImplementationInstance: Microsoft.Extensions.Hosting.Internal.HostingEnvironment";"";Microsoft.Extensions.Hosting.Internal.HostingEnvironment;"";Singleton;"";Microsoft.Extensions.Hosting.IHostEnvironment;"";"Exception has been thrown by the target of an invocation.";Microsoft.Extensions.Hosting.Internal.HostingEnvironment;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Hosting.IHostingEnvironment Lifetime: Singleton ImplementationInstance: Microsoft.Extensions.Hosting.Internal.HostingEnvironment";"";Microsoft.Extensions.Hosting.Internal.HostingEnvironment;"";Singleton;"";Microsoft.Extensions.Hosting.IHostingEnvironment;"";"Exception has been thrown by the target of an invocation.";Microsoft.Extensions.Hosting.Internal.HostingEnvironment;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Hosting.IHostLifetime Lifetime: Singleton ImplementationType: Microsoft.Extensions.Hosting.Internal.ConsoleLifetime";Microsoft.Extensions.Hosting.Internal.ConsoleLifetime;"";"";Singleton;"";Microsoft.Extensions.Hosting.IHostLifetime;Microsoft.Extensions.Hosting.Internal.ConsoleLifetime;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Logging.Configuration.ILoggerProviderConfiguration`1[T] Lifetime: Singleton ImplementationType: Microsoft.Extensions.Logging.Configuration.LoggerProviderConfiguration`1[T]";Microsoft.Extensions.Logging.Configuration.LoggerProviderConfiguration`1[T];"";"";Singleton;"";Microsoft.Extensions.Logging.Configuration.ILoggerProviderConfiguration`1[T];Microsoft.Extensions.Logging.Configuration.LoggerProviderConfiguration`1[T];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Logging.Configuration.ILoggerProviderConfigurationFactory Lifetime: Singleton ImplementationType: Microsoft.Extensions.Logging.Configuration.LoggerProviderConfigurationFactory";Microsoft.Extensions.Logging.Configuration.LoggerProviderConfigurationFactory;"";"";Singleton;"";Microsoft.Extensions.Logging.Configuration.ILoggerProviderConfigurationFactory;Microsoft.Extensions.Logging.Configuration.LoggerProviderConfigurationFactory;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Logging.Configuration.LoggingConfiguration Lifetime: Singleton ImplementationInstance: Microsoft.Extensions.Logging.Configuration.LoggingConfiguration";"";Microsoft.Extensions.Logging.Configuration.LoggingConfiguration;"";Singleton;"";Microsoft.Extensions.Logging.Configuration.LoggingConfiguration;"";"Exception has been thrown by the target of an invocation.";Microsoft.Extensions.Logging.Configuration.LoggingConfiguration;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Logging.Console.ConsoleFormatter Lifetime: Singleton ImplementationType: Microsoft.Extensions.Logging.Console.JsonConsoleFormatter";Microsoft.Extensions.Logging.Console.JsonConsoleFormatter;"";"";Singleton;"";Microsoft.Extensions.Logging.Console.ConsoleFormatter;Microsoft.Extensions.Logging.Console.JsonConsoleFormatter;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Logging.Console.ConsoleFormatter Lifetime: Singleton ImplementationType: Microsoft.Extensions.Logging.Console.SimpleConsoleFormatter";Microsoft.Extensions.Logging.Console.SimpleConsoleFormatter;"";"";Singleton;"";Microsoft.Extensions.Logging.Console.ConsoleFormatter;Microsoft.Extensions.Logging.Console.SimpleConsoleFormatter;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Logging.Console.ConsoleFormatter Lifetime: Singleton ImplementationType: Microsoft.Extensions.Logging.Console.SystemdConsoleFormatter";Microsoft.Extensions.Logging.Console.SystemdConsoleFormatter;"";"";Singleton;"";Microsoft.Extensions.Logging.Console.ConsoleFormatter;Microsoft.Extensions.Logging.Console.SystemdConsoleFormatter;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Logging.EventSource.LoggingEventSource Lifetime: Singleton ImplementationInstance: EventSource(Microsoft-Extensions-Logging, 3ac73b97-af73-50e9-0822-5da4367920d0)";"";"EventSource(Microsoft-Extensions-Logging, 3ac73b97-af73-50e9-0822-5da4367920d0)";"";Singleton;"";Microsoft.Extensions.Logging.EventSource.LoggingEventSource;"";"Exception has been thrown by the target of an invocation.";"EventSource(Microsoft-Extensions-Logging, 3ac73b97-af73-50e9-0822-5da4367920d0)";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Logging.ILogger`1[TCategoryName] Lifetime: Singleton ImplementationType: Microsoft.Extensions.Logging.Logger`1[T]";Microsoft.Extensions.Logging.Logger`1[T];"";"";Singleton;"";Microsoft.Extensions.Logging.ILogger`1[TCategoryName];Microsoft.Extensions.Logging.Logger`1[T];"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Logging.ILoggerFactory Lifetime: Singleton ImplementationType: Microsoft.Extensions.Logging.LoggerFactory";Microsoft.Extensions.Logging.LoggerFactory;"";"";Singleton;"";Microsoft.Extensions.Logging.ILoggerFactory;Microsoft.Extensions.Logging.LoggerFactory;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
"ServiceType: Microsoft.Extensions.Logging.ILoggerProvider Lifetime: Singleton ImplementationType: Microsoft.Extensions.Logging.Console.ConsoleLoggerProvider";Microsoft.Extensions.Logging.Console.ConsoleLoggerProvider;"";"";Singleton;"";Microsoft.Extensions.Logging.ILoggerProvider;Microsoft.Extensions.Logging.Console.ConsoleLoggerProvider;"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";"";"Exception has been thrown by the target of an invocation.";False
